Date;Collectivité;Instance;Numero delib;Titre délib;Rapporteur;ID élu;Elu;FONCTION;Theme déport;DELIB_URL;Observations
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0163;Enseignement, formation – Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers – Première attribution de subventions 2022;ROUGIER Gaëlle;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/4328bc3341b47b1f58cc30a86e3824cb49c523255fccd6d3b9732cf6ec6fdc40.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0164;Culture - Expression musicale, lyrique et chorégraphique – Opéra - Convention de mandat de billetterie avec Destination Rennes;CAREIL Benoît;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Convention de mandat avec une SPL;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/2153daa4c16304a41e3d9f6292c62cd8ec3012f8cc83f63177be6a2cc81c63e0.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0169;Culture - Action culturelle - Provision aux résidences artistiques - Première attribution de subventions 2022;CAREIL Benoît;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/b59249935e5a44a122eadbe0a1099b1b88dc14d650775256cf0020df2b4629e8.pdf;Motif personnel
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0169;Culture - Action culturelle - Provision aux résidences artistiques - Première attribution de subventions 2022;CAREIL Benoît;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/b59249935e5a44a122eadbe0a1099b1b88dc14d650775256cf0020df2b4629e8.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0179;Sports et jeunesse - Action socio-éducative - Équipement - Provision Équipements de Quartiers - Première attribution de subventions 2022;ANDRO Rozenn +Affilé?;11097-3728;ZAMORD Priscilla;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/af99d2e83bc1bfa48340301cdd6cd514dd35d3d74a0482378fd0110e47fbdeae.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0186;Sports et jeunesse – Action socio-éducative – Provision Jeunes en projets – Deuxième attribution de subventions 2022;BOUCHONNET Iris;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/533c8506263ed46a745d8758eefadb1ad8f56273efe351672e42815bf732cdc5.pdf;Motif personnel
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0212;Aménagement et services urbains, environnement – ZAC Maurepas Gayeulles – Angle Boulevard de Vitré, boulevard Raymond Poincaré - Cession à la SPLA Territoires Publics;GUILLOTIN Daniel;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Actes immobiliers;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/a8bfd8531b6851672a0ea9059714fcdc54df28bdbe55bbddb3cf9439ed2e9938.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0212;Aménagement et services urbains, environnement – ZAC Maurepas Gayeulles – Angle Boulevard de Vitré, boulevard Raymond Poincaré - Cession à la SPLA Territoires Publics;GUILLOTIN Daniel;17223-3728;GANDON Carole;Conseillère municipale;Actes immobiliers;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/a8bfd8531b6851672a0ea9059714fcdc54df28bdbe55bbddb3cf9439ed2e9938.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17197-3728;CASACUBERTA PALMADA Montserrat;Conseillère municipale déléguée aux politiques linguistiques;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;7292-3728;SEMERIL Sébastien;9è adjoint délégué à la Communication et à l'événementiel;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;17226-3728;JANNIN Pierre;Conseiller municipal délégué au Numérique et à l'innovation;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0040;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Versement d'un acompte pour l'année scolaire 2022/2023 – Première attribution de subventions 2023. (DEE);Mme ROUGIER;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0050;Sports et jeunesse – Animation sportive - Provisions Aide aux clubs et animation (Fonctionnement) – Première attribution de subventions 2023 – Conventions financières;M. BOURCIER;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0053;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le Jeu de Paume"" - Provision Jeu de Paume – Convention pluriannuelle d'objectifs - Première attribution de subvention 2018";M. LE BOUGEANT;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0061;Interventions sociales et santé – Autres interventions sociales – Provision Égalité femmes hommes - Première affectation de crédits 2023;Mme LETOURNEUX;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0068;Aménagement et services urbains, environnement – Politique de la ville – Contrat de ville – Provision pour cofinancement de postes adultes relais – 1ère attribution de subventions 2023 – Renouvellement conventions;Mme ZAMORD;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0058;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;M. HERVE;17235-3728;JEHANNO Anaïs;Conseillère municipale;Désignation de représentants;;Désignation de représentants
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17196-3728;CAROFF-URFER Sandrine;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;9725-3728;MARIE Anabel;Conseillère municipale déléguée à l'Europe;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0040;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Versement d'un acompte pour l'année scolaire 2022/2023 – Première attribution de subventions 2023. (DEE);Mme ROUGIER;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0040;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Versement d'un acompte pour l'année scolaire 2022/2023 – Première attribution de subventions 2023. (DEE);Mme ROUGIER;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0050;Sports et jeunesse – Animation sportive - Provisions Aide aux clubs et animation (Fonctionnement) – Première attribution de subventions 2023 – Conventions financières;M. BOURCIER;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0050;Sports et jeunesse – Animation sportive - Provisions Aide aux clubs et animation (Fonctionnement) – Première attribution de subventions 2023 – Conventions financières;M. BOURCIER;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0053;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le Jeu de Paume"" - Provision Jeu de Paume – Convention pluriannuelle d'objectifs - Première attribution de subvention 2019";M. LE BOUGEANT;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0068;Aménagement et services urbains, environnement – Politique de la ville – Contrat de ville – Provision pour cofinancement de postes adultes relais – 1ère attribution de subventions 2023 – Renouvellement conventions;Mme ZAMORD;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0058;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;M. HERVE;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Désignation de représentants;;Désignation de représentants
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0058;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;M. HERVE;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Désignation de représentants;;Désignation de représentants
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0028;Finances – Attributions des subventions au titre de l'année 2022;NOISETTE Nadège;17195-3728;COMPAGNON Charles;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/ea5a5c38d1e23c9e747ad4cdeed164f8f76948caa5a98b1261fcb480ba75367e.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0028;Finances – Attributions des subventions au titre de l'année 2022;NOISETTE Nadège;17226-3728;JANNIN Pierre;Conseiller municipal délégué au Numérique et à l'innovation;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/ea5a5c38d1e23c9e747ad4cdeed164f8f76948caa5a98b1261fcb480ba75367e.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0028;Finances – Attributions des subventions au titre de l'année 2022;NOISETTE Nadège;17196-3728;CAROFF-URFER Sandrine;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/ea5a5c38d1e23c9e747ad4cdeed164f8f76948caa5a98b1261fcb480ba75367e.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0028;Finances – Attributions des subventions au titre de l'année 2022;NOISETTE Nadège;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/ea5a5c38d1e23c9e747ad4cdeed164f8f76948caa5a98b1261fcb480ba75367e.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0028;Finances – Attributions des subventions au titre de l'année 2022;NOISETTE Nadège;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/ea5a5c38d1e23c9e747ad4cdeed164f8f76948caa5a98b1261fcb480ba75367e.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0028;Finances – Attributions des subventions au titre de l'année 2022;NOISETTE Nadège;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/ea5a5c38d1e23c9e747ad4cdeed164f8f76948caa5a98b1261fcb480ba75367e.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0028;Finances – Attributions des subventions au titre de l'année 2022;NOISETTE Nadège;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/ea5a5c38d1e23c9e747ad4cdeed164f8f76948caa5a98b1261fcb480ba75367e.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0028;Finances – Attributions des subventions au titre de l'année 2022;NOISETTE Nadège;17197-3728;CASACUBERTA PALMADA Montserrat;Conseillère municipale déléguée aux politiques linguistiques;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/ea5a5c38d1e23c9e747ad4cdeed164f8f76948caa5a98b1261fcb480ba75367e.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0036;Culture - Cinémas et autres salles de spectacle - Salles Le Liberté, l'Étage et le MusikHall - Avenant n°1 au contrat de concession de service public avec Citédia Services;SEMERIL Sébastien;9760-3728;LAHAIS Tristan;Conseiller municipal;Avenant concession service public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/3d35ee853ef1e84a0d684599f1549b9298d93fe521cc4fbc33486b16e45357ea.pdf;Représentant de la VDR au CA du bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0037;Culture - Cinémas et autres salles de spectacles - SAEML Théâtre National de Bretagne (TNB) - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement - Convention;SEMERIL Sébastien;7313-3728;PELLERIN Isabelle;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/b1ae2116387d839a636848f1309d1c1b7a75388052e523b9d10ed7544878055c.pdf;Représentant de VDR ou RM auprès de l'organisme bénéficiaire (EESAB)
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0240;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023;MME ROUGIER;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-03-14;Ville de Rennes;Conseil Municipal;2022_0037;Culture - Cinémas et autres salles de spectacles - SAEML Théâtre National de Bretagne (TNB) - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement - Convention;SEMERIL Sébastien;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/b1ae2116387d839a636848f1309d1c1b7a75388052e523b9d10ed7544878055c.pdf;Motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0240;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023;MME ROUGIER;9725-3728;MARIE Anabel;Conseillère municipale déléguée à l'Europe;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0243;Interventions sociales et santé – Actions sociales et accompagnement des publics – Subvention d'équipement attribuée à Archipel Habitat / Office Public de l'Habitat de Rennes Métropole pour l'implantation d'une ludothèque et d'un Espace d'Accueil du Jeune Enfant à Maurepas - Convention;TRAVERS David;9728-3728;CONDOLF-FEREC Muriel;Conseillère municipale déléguée à l'Enfance, la parentalité et la réussite éducative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/c006e46b28fda906df0f169f2f298cda80ea567f2c293e39577987734be95aa8.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0240;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023;MME ROUGIER;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0247;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attributions de subventions 2022 – Versement du solde année scolaire 2021/2022;ROUGIER Gaelle;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/9874e50b0f65331da95999903ad87ea019f5a4a275d7ea70a9c28a399347a193.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0241;Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023;MME ROUGIER;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0247;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attributions de subventions 2022 – Versement du solde année scolaire 2021/2022;ROUGIER Gaelle;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/9874e50b0f65331da95999903ad87ea019f5a4a275d7ea70a9c28a399347a193.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0241;Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023;MME ROUGIER;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0247;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attributions de subventions 2022 – Versement du solde année scolaire 2021/2022;ROUGIER Gaelle;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/9874e50b0f65331da95999903ad87ea019f5a4a275d7ea70a9c28a399347a193.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0243;"Culture - Action culturelle - Provision ""Droits Culturels - Participation"" - Deuxième attribution de subventions 2023";MME PHALIPPOU;7292-3728;SEMERIL Sébastien;9è adjoint délégué à la Communication et à l'événementiel;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0248;Enseignement, formation – Année scolaire 2022/2023 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2022;ROUGIER Gaelle;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/1113e894c794df6a78e572ede8cdbe96ed60a48697d618e38e09789618d3178d.pdf;Motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0243;"Culture - Action culturelle - Provision ""Droits Culturels - Participation"" - Deuxième attribution de subventions 2023";MME PHALIPPOU;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0248;Enseignement, formation – Année scolaire 2022/2023 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2022;ROUGIER Gaelle;7313-3728;PELLERIN Isabelle;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/1113e894c794df6a78e572ede8cdbe96ed60a48697d618e38e09789618d3178d.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0245;"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023";M SEMERIL;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0266;Aménagement et services urbains, environnement - ZAC Beauregard Quincé – Fermes HN8 et HM59 – Acquisition auprès de Territoires et Développement – Modification;GUILLOTIN Daniel;17223-3728;GANDON Carole;Conseillère municipale;Actes immobiliers;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/0331d7c8fccd1c794dfd75ec0fe7989ba2b71f7d35c623b747dab734f737ca57.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0275;Aménagement et services urbains, environnement - ZAC Madeleine – Rue de Nantes, rue Jean Jouvenet – Cession à Archipel Habitat;M HERVE;17231-3728;JEANVRAIN Mathieu;Conseiller municipal délégué au Logement;Acte immobilier (cession);;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
