Date;Collectivité;Instance;Numero delib;Titre délib;Rapporteur;ID élu;Elu;FONCTION;Theme déport;DELIB_URL;Observations
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0220;Aménagement et services urbains, environnement – Provision actions quartiers – Deuxième attribution de subventions 2022;BRIERO Lenaïck;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/959f0a2085ba58e6034ad02bee95e6d17481c802f19d8e43e56478ae2a106a83.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0222;Aménagement et services urbains, environnement - SEMTCAR - Projet d’évolution statutaire de la SEML en SPL – Approbation du projet de statuts modifiés – Acquisition d’actions - Désignation des représentants au sein de la SPL;HERVE Marc;9802-3728;THEURIER Matthieu;Conseiller municipal délégué à l'administration générale et à la logistique urbaine;Relations avec les entreprises publiques locales;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/57836c965e74372e6a3cfc187ebb7c073569afe6744e22b691457dd32f236adb.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0243;Interventions sociales et santé – Actions sociales et accompagnement des publics – Subvention d'équipement attribuée à Archipel Habitat / Office Public de l'Habitat de Rennes Métropole pour l'implantation d'une ludothèque et d'un Espace d'Accueil du Jeune Enfant à Maurepas - Convention;TRAVERS David;17231-3728;JEANVRAIN Mathieu;Conseiller municipal délégué au Logement;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/c006e46b28fda906df0f169f2f298cda80ea567f2c293e39577987734be95aa8.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0247;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attributions de subventions 2022 – Versement du solde année scolaire 2021/2022;ROUGIER Gaelle;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/9874e50b0f65331da95999903ad87ea019f5a4a275d7ea70a9c28a399347a193.pdf;Motif personnel
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0247;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attributions de subventions 2022 – Versement du solde année scolaire 2021/2022;ROUGIER Gaelle;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/9874e50b0f65331da95999903ad87ea019f5a4a275d7ea70a9c28a399347a193.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0247;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attributions de subventions 2022 – Versement du solde année scolaire 2021/2022;ROUGIER Gaelle;9725-3728;MARIE Anabel;Conseillère municipale déléguée à l'Europe;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/9874e50b0f65331da95999903ad87ea019f5a4a275d7ea70a9c28a399347a193.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0247;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attributions de subventions 2022 – Versement du solde année scolaire 2021/2022;ROUGIER Gaelle;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/9874e50b0f65331da95999903ad87ea019f5a4a275d7ea70a9c28a399347a193.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-22;Ville de Rennes;Conseil Municipal;2022_0258;Interventions Sociales et Santé –Tranquillité publique, prévention de la délinquance –Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) – Provision pour Conseil Local de Sécurité et de Prévention de la Délinquance et Provision Actions lieu dédié LVFF / Accès au Droit Aide aux victimes– Deuxièmes affectations de subventions 2022;BECHET Annick;11097-3728;ZAMORD Priscilla;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/7ec9a01a6fccfc9eccfffb65b4a1fbadeb31a8cfb0ebd23f90f88b28dd634ca4.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0266;Aménagement et services urbains, environnement - ZAC Beauregard Quincé – Fermes HN8 et HM59 – Acquisition auprès de Territoires et Développement – Modification;GUILLOTIN Daniel;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Actes immobiliers;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/0331d7c8fccd1c794dfd75ec0fe7989ba2b71f7d35c623b747dab734f737ca57.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0274;Action économique - Consommation - Commission de Règlement des Litiges de Consommation d'Ille-et-Vilaine (CRLC 35) - Convention avec la Maison de la Consommation et de l'Environnement (MCE) – Renouvellement de convention – Subvention;LE BOUGEANT Didier;17126-3728;CHAPELLON Didier;7è adjoint délégué à la Biodiversité;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/1dc845f2bb8569ad2f438d549ede67acaa8961e6911fc667a5fdabddc003e309.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0240;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023;MME ROUGIER;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0240;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023;MME ROUGIER;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0245;"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023";M SEMERIL;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0255;Interventions sociales et santé - Actions sociales et accompagnement des publics – Provision pour diverses actions sociales – Deuxième attribution de subventions 2023;M FOUILLERE;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0263;Aménagement et services urbains, environnement – Bâtiment Pasteur - Réhabilitation – Marché de travaux - Lot n° 13 - Protocole transactionnel avec la société Missenard Climatique – Approbation;M SEMERIL;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Relations avec les entreprises publiques locales;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0277;Aménagement et services urbains, environnement - ZAC Blosne Est – Centre commercial Torigné – Déclassement - Cession de la parcelle LO 192 à SPLA Territoires Publics;M LE BOUGEANT;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Relations avec les entreprises publiques locales;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0277;Aménagement et services urbains, environnement - ZAC Blosne Est – Centre commercial Torigné – Déclassement - Cession de la parcelle LO 192 à SPLA Territoires Publics;M LE BOUGEANT;17223-3728;GANDON Carole;Conseillère municipale;Relations avec les entreprises publiques locales;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0283;Action économique – Provision pour associations diverses – Maison de la Consommation et de l'Environnement – Attribution de subvention.;M HERVE;17126-3728;CHAPELLON Didier;7è adjoint délégué à la Biodiversité;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0285;Relations internationales – Provision solidarité internationale – Cinquième attribution de subventions 2023 - Aide d'urgence séisme Maroc – Fonds de Solidarité Maroc – Cités-Unies France;M FOUILLERE;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0296;Administration générale – Désignation de représentants dans divers organismes extérieurs – Modification;M HERVE;;nom_agent prenom_agent;;Désignation;;
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0240;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023;MME ROUGIER;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0240;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023;MME ROUGIER;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0245;"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023";M SEMERIL;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0245;"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023";M SEMERIL;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0250;Sport et Jeunesse – Action socio-éducative - Autres actions en faveur des jeunes – Provision Jeunes en projets – Quatrième attribution de subventions au titre de l'année 2023.;MME BOUCHONNET;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0260;Interventions Sociales et Santé –Tranquillité publique, prévention de la délinquance – Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) – Soutien de la Ville au projet de Maison des Femmes Gisèle Halimi – Prolongation de 2 ans de la convention Ville de Rennes - Centre Hospitalier Universitaire de Rennes (CHU de Rennes);MME LETOURNEUX;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;;motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0263;Aménagement et services urbains, environnement – Bâtiment Pasteur - Réhabilitation – Marché de travaux - Lot n° 13 - Protocole transactionnel avec la société Missenard Climatique – Approbation;M SEMERIL;17223-3728;GANDON Carole;Conseillère municipale;Relations avec les entreprises publiques locales;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0264;Aménagement et services urbains, environnement – Bâtiment Pasteur – Mandat de maîtrise d'ouvrage avec la société Territoires Publics – Évolution de l'enveloppe globale de l'opération – Approbation;M SEMERIL;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Relations avec les entreprises publiques locales;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;17195-3728;COMPAGNON Charles;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;7292-3728;SEMERIL Sébastien;9è adjoint délégué à la Communication et à l'événementiel;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0060;Interventions sociales et santé – Autres interventions sociales – Provision Rennes au Pluriel - Première attribution de subventions 2023 – Provision Diversité Culturelle, accès aux droits et lutte contre les discriminations – Première attribution de subventions 2023;Mme LETOURNEUX;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0060;Interventions sociales et santé – Autres interventions sociales – Provision Rennes au Pluriel - Première attribution de subventions 2023 – Provision Diversité Culturelle, accès aux droits et lutte contre les discriminations – Première attribution de subventions 2024;Mme LETOURNEUX;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0063;Aménagement et services urbains, environnement, domaine – Mise à disposition d'un immeuble situé 4 rue de Saint-Malo à Archipel Habitat – Bail emphytéotique avec Archipel Habitat;Mme NOISETTE;17231-3728;JEANVRAIN Mathieu;Conseiller municipal délégué au Logement;Acte immobilier;;Bail emphytheotique
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17126-3728;CHAPELLON Didier;7è adjoint délégué à la Biodiversité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17223-3728;GANDON Carole;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;11097-3728;ZAMORD Priscilla;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0040;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Versement d'un acompte pour l'année scolaire 2022/2023 – Première attribution de subventions 2023. (DEE);Mme ROUGIER;17197-3728;CASACUBERTA PALMADA Montserrat;Conseillère municipale déléguée aux politiques linguistiques;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0060;Interventions sociales et santé – Autres interventions sociales – Provision Rennes au Pluriel - Première attribution de subventions 2023 – Provision Diversité Culturelle, accès aux droits et lutte contre les discriminations – Première attribution de subventions 2024;Mme LETOURNEUX;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0009;Culture - Cinémas et autres salles de spectacle – Salles Le Liberté, l'Étage et le MusikHALL - Contrat de concession de service public avec Citédia Services – Deuxième avenant - Modification des tarifs;LE BOUGEANT Didier;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;concession de service public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0020;Aménagement et services urbains, environnement – 85 rue de Châteaugiron - Cession de terrain à Réalités.;HERVE Marc;7338-3728;PUIL Honoré;Conseiller municipal;Cession immobilière;;Président de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0020;Aménagement et services urbains, environnement – 85 rue de Châteaugiron - Cession de terrain à Réalités.;HERVE Marc;9728-3728;CONDOLF-FEREC Muriel;Conseillère municipale déléguée à l'Enfance, la parentalité et la réussite éducative;Cession immobilière;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0023;Aménagement et services urbains, environnement - ZAC Maurepas-Gayeulles – 7 et 9 allée de Rochester et 277 rue de Fougères – Cession à la SPLA Territoires Publics;DENIAUD Marion;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Cession immobilière;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0023;Aménagement et services urbains, environnement - ZAC Maurepas-Gayeulles – 7 et 9 allée de Rochester et 277 rue de Fougères – Cession à la SPLA Territoires Publics;DENIAUD Marion;17223-3728;GANDON Carole;Conseillère municipale;Cession immobilière;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0026;Administration générale – Personnel – convention cadre de financement et de fonctionnement du CASDEC en date du 15 janvier 2018 N°18C0015 – Quatrième avenant;NOISETTE Nadège;9729-3728;ROUSSET Emmanuelle;Conseillère municipale déléguée aux Ressources humaines et au dialogue social;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0017;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;HERVE Marc;17120-3728;MONNIER Jean-François;17è adjoint délégué au Handicap;Désignation;;Représentant de  VDR ou RM auprès de l'organisme
2023-01-23;Ville de Rennes;Conseil Municipal;2023_0027B;Administration générale – Commission d'Appel d'Offres à caractère permanent – Désignation des membres – Modification;NOISETTE Nadège;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Désignation;;Représentant de  VDR ou RM auprès de l'organisme
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0442;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2022;ROUGIER Gaelle;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0442;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2022;ROUGIER Gaelle;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0442;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2022;ROUGIER Gaelle;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Motif personnel
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0442;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2022;ROUGIER Gaelle;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0324;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2022;ROUGIER Gaelle;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subvention à un organisme privé ou public;;Motif personnel
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0443;Enseignement, formation – Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers – Deuxième attribution de subventions 2022;ROUGIER Gaelle;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0327;Culture - Action culturelle – Centre Chorégraphique National de Rennes et de Bretagne (CCNRB) - Convention financière de 2023 à 2026;SEMERIL Sébastien;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0338;Culture - Action culturelle - Provision Soutien aux projets culturels et à la création – Troisième attribution de subventions 2022;SEMERIL Sébastien;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0338;Culture - Action culturelle - Provision Soutien aux projets culturels et à la création – Troisième attribution de subventions 2022;SEMERIL Sébastien;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Motif personnel
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0354;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le"" Jeu de Paume"" - Provision Jeu de Paume – Attribution de subvention 2022";STEPHAN Arnaud;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0354;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le"" Jeu de Paume"" - Provision Jeu de Paume – Attribution de subvention 2022";STEPHAN Arnaud;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0354;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le"" Jeu de Paume"" - Provision Jeu de Paume – Attribution de subvention 2022";STEPHAN Arnaud;17196-3728;CAROFF-URFER Sandrine;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0447;Famille – Accueil de la petite enfance – Espaces-jeux – Attribution de subvention 2022;ROUGIER Gaelle;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
